destination,lead_time_days,nights,guests,channel,rate_usd,is_cancelled
Providenciales,28,6,3,direct,387.44,0
Negril,55,6,1,booking,147.37,0
Aruba,48,7,2,booking,280.98,0
Montego Bay,9,7,1,booking,211.53,0
Bridgetown,129,4,2,expedia,195.92,1
Providenciales,12,3,2,expedia,409.13,0
Providenciales,68,6,2,direct,354.46,0
Aruba,26,5,3,booking,308.79,0
Providenciales,51,5,1,booking,339.74,0
Negril,29,3,1,agent,130.93,0
San Juan,34,4,4,expedia,294.63,1
Castries,55,5,1,booking,185.63,1
Castries,66,6,2,expedia,273.28,1
Nassau,35,8,3,direct,238.65,0
Negril,28,7,3,direct,123.21,0
Montego Bay,10,5,1,direct,223.59,0
Punta Cana,123,7,1,booking,180.8,1
Grand Cayman,12,7,2,direct,368.13,0
Bridgetown,70,5,1,booking,321.73,0
Providenciales,27,6,2,booking,349.9,0
Grand Cayman,102,3,1,booking,348.65,1
Montego Bay,90,7,2,direct,190.44,0
Negril,106,2,2,direct,195.96,0
Bridgetown,81,5,4,agent,296.04,0
Aruba,125,5,4,agent,348.48,1
Nassau,104,4,2,agent,300.61,0
Aruba,53,4,3,booking,316.99,0
San Juan,44,3,1,booking,224.83,0
Grand Cayman,27,5,1,direct,366.39,0
San Juan,99,4,2,direct,218.19,0
Negril,64,4,3,direct,280.62,0
Bridgetown,59,2,1,direct,279.88,0
Nassau,72,2,3,booking,277.14,0
Montego Bay,48,6,1,booking,210.78,1
Bridgetown,80,7,1,booking,303.96,0
Montego Bay,14,1,1,direct,244.84,0
Punta Cana,289,6,2,direct,105.12,0
Providenciales,163,3,2,booking,395.52,1
San Juan,129,6,2,direct,183.17,1
Grand Cayman,35,4,1,booking,441.82,0
Castries,139,3,1,expedia,273.99,0
Bridgetown,46,6,1,expedia,184.7,0
Grand Cayman,90,6,1,expedia,471.64,0
San Juan,25,6,1,booking,251.63,0
Bridgetown,50,4,1,booking,349.98,0
Montego Bay,91,7,1,direct,261.31,1
Negril,20,1,2,direct,181.28,0
Castries,84,8,2,booking,180.45,0
Nassau,80,5,1,booking,260.14,0
Punta Cana,106,5,1,booking,207.63,1
Grand Cayman,54,4,1,booking,440.87,1
Montego Bay,59,7,3,expedia,236.41,0
Nassau,54,5,1,direct,323.32,0
Punta Cana,45,2,1,agent,194.32,0
San Juan,16,7,1,direct,261.57,0
Grand Cayman,58,2,1,expedia,383.29,1
Castries,22,5,1,booking,273.95,0
Grand Cayman,33,8,1,booking,407.55,0
Grand Cayman,99,5,3,expedia,401.78,0
San Juan,203,6,1,booking,167.61,1
Punta Cana,84,4,2,expedia,165.89,0
Punta Cana,129,2,1,direct,157.82,0
Grand Cayman,43,6,3,direct,453.71,0
San Juan,53,6,1,booking,202.11,0
Nassau,28,7,1,agent,289.88,0
Punta Cana,36,5,2,expedia,159.0,1
Bridgetown,44,7,2,direct,263.3,0
Aruba,78,4,3,booking,265.08,0
Providenciales,15,5,1,booking,359.93,0
Aruba,6,6,1,direct,273.04,0
Aruba,68,8,1,booking,387.84,0
Bridgetown,93,7,2,expedia,242.09,0
Negril,31,5,3,direct,161.28,0
San Juan,29,6,2,booking,300.59,0
Nassau,100,6,1,booking,331.03,1
Aruba,25,4,2,booking,301.68,0
Aruba,44,6,2,direct,302.15,0
Aruba,12,5,2,booking,283.21,0
Nassau,34,5,2,agent,176.84,1
Castries,181,5,2,booking,345.37,1
San Juan,34,5,2,booking,248.99,0
Grand Cayman,45,4,1,direct,301.44,0
Nassau,58,2,2,expedia,328.96,0
Montego Bay,75,6,1,agent,202.23,0
Grand Cayman,20,4,3,booking,356.95,0
Montego Bay,52,6,2,expedia,228.59,0
Aruba,58,2,3,expedia,253.45,0
Aruba,88,7,1,direct,411.77,0
Providenciales,8,7,1,expedia,368.86,0
Bridgetown,19,6,1,booking,241.37,1
Castries,71,4,2,booking,237.19,0
Negril,65,3,2,expedia,159.24,0
Aruba,21,5,3,booking,352.77,0
Negril,56,5,2,direct,252.93,0
Castries,69,3,3,booking,259.43,0
Montego Bay,12,3,3,booking,193.79,0
Castries,17,3,2,direct,319.51,0
Punta Cana,78,6,3,direct,151.24,0
Punta Cana,23,4,3,booking,154.8,0
San Juan,15,5,1,booking,207.56,0
Punta Cana,142,8,3,booking,136.79,0
Nassau,163,8,2,direct,258.73,0
Grand Cayman,34,3,2,expedia,357.21,1
Providenciales,10,5,1,booking,328.81,1
San Juan,168,7,1,booking,191.51,1
Grand Cayman,21,2,2,booking,388.64,0
Grand Cayman,95,2,1,booking,403.9,1
Aruba,16,2,1,direct,322.43,0
Negril,20,7,1,booking,174.51,1
Negril,51,4,1,expedia,194.85,0
Punta Cana,36,6,1,direct,186.76,0
Negril,31,5,3,expedia,167.48,0
Providenciales,58,4,3,expedia,382.16,0
Punta Cana,11,7,1,booking,151.2,1
Montego Bay,121,4,1,direct,230.99,1
Bridgetown,36,2,1,direct,309.76,0
Montego Bay,76,2,4,booking,230.58,1
Montego Bay,69,7,3,booking,230.97,1
San Juan,7,3,1,booking,226.19,0
Punta Cana,22,5,2,agent,204.0,0
Negril,19,5,3,booking,174.89,0
Providenciales,48,8,3,direct,354.28,0
Bridgetown,28,3,2,expedia,276.81,0
Negril,53,4,1,direct,239.37,1
Montego Bay,65,4,2,booking,215.2,0
Providenciales,42,6,1,direct,373.78,1
Nassau,27,1,4,expedia,431.79,0
Aruba,49,6,3,direct,331.6,0
San Juan,119,7,3,booking,197.69,1
Negril,78,6,3,direct,190.11,0
Castries,30,3,2,booking,229.24,0
Negril,31,3,1,direct,185.14,0
Providenciales,53,7,2,booking,412.47,1
Castries,73,5,2,booking,187.36,0
Castries,61,3,1,booking,258.18,0
San Juan,80,5,2,expedia,206.66,1
Punta Cana,104,6,4,expedia,141.59,1
Punta Cana,45,8,1,expedia,226.56,0
San Juan,22,3,3,booking,215.27,0
Montego Bay,47,5,1,direct,248.38,0
Aruba,51,7,2,agent,274.61,0
Negril,110,4,1,direct,208.34,0
San Juan,34,1,3,expedia,245.37,0
Grand Cayman,111,7,2,booking,370.39,0
Montego Bay,73,5,3,booking,195.32,0
Montego Bay,36,4,1,booking,267.3,0
San Juan,35,6,1,expedia,263.97,0
San Juan,25,6,2,direct,147.61,0
Montego Bay,77,1,3,agent,182.11,0
Bridgetown,36,8,2,booking,277.87,0
Nassau,70,4,2,booking,259.27,0
Castries,18,3,3,agent,225.37,0
Grand Cayman,151,5,4,direct,337.23,0
Montego Bay,171,4,1,booking,308.12,1
Providenciales,23,5,1,expedia,438.23,1
Castries,28,4,3,booking,228.95,0
San Juan,13,3,1,agent,245.07,0
Bridgetown,29,3,3,expedia,345.8,0
Castries,28,5,3,agent,220.33,0
Montego Bay,41,6,1,booking,188.31,1
Castries,36,4,2,booking,338.86,1
Montego Bay,22,4,1,direct,216.42,0
Aruba,2,3,2,direct,353.42,0
Negril,21,5,3,expedia,214.22,1
Bridgetown,74,3,3,booking,264.29,0
Nassau,64,4,1,direct,334.97,0
Providenciales,70,2,2,expedia,418.97,0
Grand Cayman,26,6,1,booking,410.23,1
Nassau,39,3,4,direct,253.29,0
Bridgetown,7,5,2,booking,359.0,0
Castries,48,5,1,direct,181.73,0
Bridgetown,62,6,2,booking,265.18,1
Providenciales,43,6,1,direct,383.47,0
Punta Cana,37,4,1,booking,213.78,0
Punta Cana,81,3,3,booking,175.76,0
Negril,42,3,4,direct,232.37,0
Providenciales,67,6,1,expedia,459.18,1
Providenciales,34,2,1,booking,391.55,1
Bridgetown,86,6,3,booking,277.91,0
Grand Cayman,16,7,1,direct,412.6,0
Montego Bay,20,6,2,booking,283.94,1
Aruba,51,7,1,booking,316.39,0
Punta Cana,77,6,4,booking,213.72,1
Castries,170,6,2,direct,286.97,0
Montego Bay,45,5,3,direct,160.41,0
Punta Cana,46,1,2,direct,188.25,0
Negril,138,4,2,direct,230.36,0
Punta Cana,107,5,1,direct,161.1,0
Aruba,10,4,2,booking,286.61,0
Negril,59,7,1,booking,235.52,1
Punta Cana,7,6,1,direct,160.93,0
Negril,39,3,2,booking,130.28,0
Punta Cana,68,3,2,booking,123.14,1
Aruba,53,1,1,booking,352.0,0
Bridgetown,20,4,1,expedia,318.98,0
Providenciales,34,4,1,booking,413.41,0
Nassau,29,3,1,booking,264.68,0
Aruba,51,7,2,booking,277.66,0
Montego Bay,91,6,3,booking,187.39,0
Providenciales,16,6,2,direct,318.83,0
San Juan,52,5,3,direct,238.5,0
Negril,24,4,1,direct,252.79,0
Punta Cana,58,5,2,booking,138.42,1
Providenciales,6,4,1,booking,343.87,1
Nassau,66,9,1,expedia,314.37,0
Negril,14,4,2,booking,179.08,0
Castries,25,5,2,booking,329.41,0
Nassau,22,2,2,direct,257.48,0
Providenciales,60,8,1,direct,436.91,0
Montego Bay,46,4,2,booking,224.58,0
Castries,34,4,2,booking,276.7,0
Castries,27,5,1,agent,273.15,0
Aruba,141,5,1,direct,414.07,0
Providenciales,36,4,2,direct,344.09,0
San Juan,34,3,4,direct,336.19,0
Bridgetown,25,5,2,booking,335.88,0
Punta Cana,102,4,1,booking,132.59,0
Negril,52,5,3,booking,88.21,0
Bridgetown,83,4,3,direct,324.69,0
San Juan,22,5,2,direct,263.33,1
Punta Cana,61,3,1,expedia,219.58,1
Negril,53,3,1,agent,288.71,0
Punta Cana,13,6,3,expedia,172.2,0
Providenciales,54,5,2,expedia,306.76,0
Punta Cana,108,4,1,booking,210.11,1
San Juan,29,4,1,direct,174.6,0
Punta Cana,53,9,2,booking,218.55,1
San Juan,22,4,3,booking,236.61,0
Castries,78,7,3,booking,340.99,0
Providenciales,39,6,2,booking,358.77,0
Negril,22,5,4,booking,181.28,0
Nassau,30,5,2,direct,344.4,0
Bridgetown,44,1,2,agent,295.81,0
Negril,34,6,1,direct,244.99,1
Providenciales,57,4,1,direct,398.76,1
Providenciales,17,8,1,booking,378.39,0
Castries,61,6,2,direct,261.84,0
Punta Cana,67,5,3,booking,212.11,0
Montego Bay,10,6,1,booking,190.05,0
Negril,68,5,2,booking,145.22,1
Providenciales,35,4,2,agent,344.79,0
Grand Cayman,51,6,3,expedia,306.6,0
Providenciales,14,5,2,booking,309.41,0
Nassau,52,4,1,agent,289.46,1
Nassau,88,1,3,booking,343.11,0
Castries,50,3,2,booking,207.52,0
Castries,80,1,3,booking,237.59,0
Castries,15,7,4,expedia,321.31,0
San Juan,121,6,2,expedia,178.97,0
Punta Cana,43,5,3,booking,180.83,0
Punta Cana,5,6,2,booking,110.75,0
Aruba,30,6,2,booking,247.86,0
Bridgetown,44,4,3,booking,250.97,1
Bridgetown,25,3,2,direct,323.16,0
Montego Bay,70,3,3,booking,197.06,0
Aruba,13,4,3,expedia,349.51,0
Punta Cana,73,6,1,booking,103.98,0
Punta Cana,71,4,4,agent,193.43,0
San Juan,59,4,2,expedia,244.58,0
Bridgetown,23,3,2,direct,274.79,0
Grand Cayman,184,4,2,agent,377.62,0
Bridgetown,87,5,1,booking,278.93,0
Negril,28,4,1,booking,245.61,1
San Juan,78,3,2,direct,233.22,0
Negril,14,2,1,booking,176.11,0
Montego Bay,16,3,1,booking,249.88,0
Nassau,178,8,2,agent,266.74,0
Aruba,64,3,2,agent,327.52,1
Aruba,27,5,2,direct,356.64,0
Nassau,71,2,1,booking,346.64,1
Aruba,127,4,2,booking,339.72,0
Providenciales,70,3,2,agent,322.53,0
Bridgetown,13,5,3,direct,270.69,0
Nassau,12,2,1,booking,295.69,0
Providenciales,11,4,1,booking,363.02,0
Punta Cana,100,5,1,expedia,177.55,0
Nassau,25,6,2,booking,385.62,0
Punta Cana,56,5,2,booking,184.8,1
Montego Bay,33,5,1,expedia,194.32,0
Nassau,26,4,2,direct,263.31,0
Nassau,18,4,3,booking,311.36,0
Castries,68,3,2,direct,208.79,0
Nassau,121,9,3,agent,311.68,0
Castries,106,1,1,booking,240.25,1
Punta Cana,56,5,3,expedia,164.87,0
Grand Cayman,83,3,1,booking,424.37,0
Negril,5,1,1,direct,193.94,0
Negril,114,3,1,direct,240.31,0
Providenciales,186,5,2,direct,435.41,0
San Juan,161,5,3,booking,240.71,0
Negril,15,2,2,expedia,201.4,0
Negril,20,6,1,direct,207.76,0
Negril,111,7,3,booking,157.14,1
Nassau,35,6,2,booking,298.44,0
San Juan,20,1,2,expedia,218.21,0
Nassau,104,3,1,direct,253.39,0
San Juan,29,3,2,direct,227.76,0
Bridgetown,51,6,2,booking,266.41,1
Providenciales,33,3,2,booking,367.5,1
Negril,66,7,1,expedia,234.67,0
Nassau,30,5,2,direct,251.1,0
Aruba,20,7,1,direct,400.64,0
Bridgetown,39,8,2,expedia,302.44,0
Montego Bay,47,4,4,direct,190.84,0
Montego Bay,14,4,2,booking,214.64,0
Bridgetown,63,2,3,direct,275.82,0
Nassau,160,7,2,agent,314.36,0
Bridgetown,5,6,3,booking,221.75,0
San Juan,58,1,4,agent,187.11,0
Bridgetown,99,2,1,expedia,266.88,0
Grand Cayman,21,3,3,booking,391.82,1
Negril,31,2,1,booking,196.69,0
Providenciales,39,2,1,expedia,387.98,0
Grand Cayman,20,5,1,expedia,399.41,0
Bridgetown,92,1,2,agent,276.3,0
Providenciales,29,3,2,expedia,320.21,0
Montego Bay,68,10,2,direct,208.78,0
Nassau,187,3,1,booking,331.06,0
San Juan,52,2,2,expedia,236.26,0
Punta Cana,16,8,4,booking,190.88,1
Castries,68,2,2,booking,305.91,0
San Juan,45,4,1,direct,99.2,0
Grand Cayman,52,3,1,booking,335.42,1
Punta Cana,82,1,1,direct,198.36,0
San Juan,19,4,2,booking,222.8,0
Grand Cayman,104,6,3,agent,427.67,1
San Juan,15,2,1,booking,234.52,0
Bridgetown,27,6,1,booking,296.04,0
Providenciales,13,6,1,expedia,309.31,1
San Juan,25,3,1,direct,184.89,0
Montego Bay,144,4,2,booking,280.86,0
Aruba,50,6,3,direct,321.57,0
Montego Bay,69,5,2,booking,276.42,1
Aruba,44,1,3,expedia,231.8,0
Nassau,20,5,1,booking,357.96,0
Grand Cayman,47,3,2,booking,371.08,0
Castries,73,7,1,expedia,240.99,0
Providenciales,33,7,4,expedia,288.79,0
Montego Bay,45,5,2,booking,203.27,0
Castries,45,3,1,agent,222.39,1
Punta Cana,8,4,1,expedia,225.73,1
Nassau,62,3,3,expedia,256.76,0
Bridgetown,129,4,2,direct,238.44,1
Aruba,28,5,2,direct,283.26,0
Nassau,132,5,1,expedia,334.11,0
Negril,25,2,1,booking,209.79,0
Montego Bay,77,2,4,expedia,230.08,0
Providenciales,62,5,4,agent,372.63,0
Castries,66,7,2,expedia,293.08,1
